t_o r_p l_p r_v l_v
375166 4 5 0 0
375176 4 5 0 0
375186 4 5 0 0
375196 4 5 0 0
375206 4 5 0 0
375216 4 5 0 0
375226 4 5 0 0
375236 4 5 0 0
375246 4 5 0 0
375256 4 5 0 0
375266 4 5 0 0
375276 4 5 0 0
375286 4 5 0 0
375296 4 5 0 0
375306 4 5 0 0
375316 4 5 0 0
375326 4 5 0 0
375336 4 5 0 0
375346 4 5 0 0
375356 4 5 0 0
375366 4 5 0 0
375376 4 5 0 0
375386 4 5 0 0
375396 4 5 0 0
375406 4 5 0 0
375416 4 5 0 0
375426 4 5 0 0
375436 4 5 0 0
375446 4 5 0 0
375456 4 5 0 0
375466 4 5 0 0
375476 4 5 0 0
375486 4 5 0 0
375496 4 5 0 0
375506 4 5 0 0
375516 4 5 0 0
375526 4 5 0 0
375536 4 5 0 0
375546 4 5 0 0
375556 4 5 0 0
375566 4 5 0 0
375576 4 5 0 0
375586 4 5 0 0
375596 4 5 0 0
375606 4 5 0 0
375616 4 5 0 0
375626 4 5 0 0
375636 4 5 0 0
375646 4 5 0 0
375656 4 5 0 0
375666 4 5 0 0
375676 4 5 0 0
375686 4 5 0 0
375696 4 5 0 0
375706 4 5 0 0
375716 4 5 0 0
375726 4 5 0 0
375736 4 5 0 0
375746 4 5 0 0
375756 4 5 0 0
375766 4 5 0 0
375776 4 5 0 0
375786 4 5 0 0
375796 4 5 0 0
375806 4 5 0 0
375816 4 5 0 0
375826 4 5 0 0
375836 4 5 0 0
375846 4 5 0 0
375856 4 5 0 0
375866 4 5 0 0
375876 4 5 0 0
375886 4 5 0 0
375896 4 5 0 0
375906 4 5 0 0
375916 4 5 0 0
375926 4 5 0 0
375936 4 5 0 0
375946 4 5 0 0
375956 4 5 0 0
375966 4 5 0 0
375976 4 5 0 0
375986 4 5 0 0
375996 4 5 0 0
376006 4 5 0 0
376016 4 5 0 0
376026 4 5 0 0
376036 4 5 0 0
376046 4 5 0 0
376056 4 5 0 0
376066 4 5 0 0
376076 4 5 0 0
376086 4 5 0 0
376096 4 5 0 0
376106 4 5 0 0
376116 4 5 0 0
376126 4 5 0 0
376136 4 5 0 0
376147 4 5 0 0
376157 4 5 0 0
376167 4 5 0 0
376177 4 5 0 0
376187 4 5 0 0
376197 4 5 0 0
376207 4 5 0 0
376216 4 5 0 0
376226 4 5 0 0
376236 4 5 0 0
376246 4 5 0 0
376256 4 5 0 0
376266 4 5 0 0
376276 4 5 0 0
376286 4 5 0 0
376296 4 5 0 0
376306 4 5 0 0
376316 4 5 0 0
376326 4 5 0 0
376336 4 5 0 0
376346 4 5 0 0
376356 4 5 0 0
376366 4 5 0 0
376376 4 5 0 0
376386 4 5 0 0
376396 4 5 0 0
376406 4 5 0 0
376416 4 5 0 0
376426 4 5 0 0
376436 4 5 0 0
376446 4 5 0 0
376456 4 5 0 0
376466 4 5 0 0
376476 4 5 0 0
376486 4 5 0 0
376496 4 5 0 0
376506 4 5 0 0
376516 4 5 0 0
376526 4 5 0 0
376536 4 5 0 0
376546 4 5 0 0
376556 4 5 0 0
376566 4 5 0 0
376576 4 5 0 0
376586 4 5 0 0
376596 4 5 0 0
376606 4 5 0 0
376616 4 5 0 0
376626 4 5 0 0
376636 4 5 0 0
376646 4 5 0 0
376656 4 5 0 0
376666 4 5 0 0
376676 4 5 0 0
376686 4 5 0 0
376696 4 5 0 0
376706 4 5 0 0
376716 4 5 0 0
376726 4 5 0 0
376736 4 5 0 0
376746 4 5 0 0
376756 4 5 0 0
376766 4 5 0 0
376776 4 5 0 0
376786 4 5 0 0
376796 4 5 0 0
376806 4 5 0 0
376816 4 5 0 0
376826 4 5 0 0
376836 4 5 0 0
376846 4 5 0 0
376856 4 5 0 0
376866 4 5 0 0
376876 4 5 0 0
376886 4 5 0 0
376896 4 5 0 0
376906 4 5 0 0
376916 4 5 0 0
376926 4 5 0 0
376936 4 5 0 0
376946 4 5 0 0
376956 4 5 0 0
376966 4 5 0 0
376976 4 5 0 0
376986 4 5 0 0
376996 4 5 0 0
377006 4 5 0 0
377016 4 5 0 0
377026 4 5 0 0
377036 4 5 0 0
377046 4 5 0 0
377056 4 5 0 0
377066 4 5 0 0
377076 4 5 0 0
377086 4 5 0 0
377096 4 5 0 0
377106 4 5 0 0
377116 4 5 0 0
377126 4 5 0 0
377136 4 5 0 0
377146 4 5 0 0
377156 4 5 0 0
377166 4 5 0 0
377176 4 5 0 0
377186 4 5 0 0
377196 4 5 0 0
377206 4 5 0 0
377216 4 5 0 0
377226 4 5 0 0
377236 4 5 0 0
377246 4 5 0 0
377256 4 5 0 0
377266 4 5 0 0
377276 4 5 0 0
377286 4 5 0 0
377296 4 5 0 0
377306 4 5 0 0
377316 4 5 0 0
377326 4 5 0 0
377336 4 5 0 0
377346 4 5 0 0
377356 4 5 0 0
377366 4 5 0 0
377376 4 5 0 0
377386 4 5 0 0
377396 4 5 0 0
377406 4 5 0 0
377416 4 5 0 0
377426 4 5 0 0
377436 4 5 0 0
377446 4 5 0 0
377456 4 5 0 0
377466 4 5 0 0
377476 4 5 0 0
377486 4 5 0 0
377496 4 5 0 0
377506 4 5 0 0
377516 4 5 0 0
377526 4 5 0 0
377536 4 5 0 0
377546 4 5 0 0
377556 4 5 0 0
377566 4 5 0 0
377576 4 5 0 0
377586 4 5 0 0
377596 4 5 0 0
377606 4 5 0 0
377616 4 5 0 0
377626 4 5 0 0
377636 4 5 0 0
377646 4 5 0 0
377656 4 5 0 0
377666 4 5 0 0
377676 4 5 0 0
377686 4 5 0 0
377696 4 5 0 0
377706 4 5 0 0
377716 4 5 0 0
377726 4 5 0 0
377736 4 5 0 0
377746 4 5 0 0
377756 4 5 0 0
377766 4 5 0 0
377776 4 5 0 0
377786 4 5 0 0
377796 4 5 0 0
377806 4 5 0 0
377816 4 5 0 0
377827 4 5 0 0
377837 4 5 0 0
377847 4 5 0 0
377857 4 5 0 0
377867 4 5 0 0
377876 4 5 0 0
377886 4 5 0 0
377896 4 5 0 0
377906 4 5 0 0
377916 4 5 0 0
377926 4 5 0 0
377936 4 5 0 0
377946 4 5 0 0
377956 4 5 0 0
377966 4 5 0 0
377976 4 5 0 0
377986 4 5 0 0
377996 4 5 0 0
378006 4 5 0 0
378016 4 5 0 0
378026 4 5 0 0
378036 4 5 0 0
378046 4 5 0 0
378056 4 5 0 0
378066 4 5 0 0
378076 4 5 0 0
378086 4 5 0 0
378096 4 5 0 0
378106 4 5 0 0
378116 4 5 0 0
378126 4 5 0 0
378136 4 5 0 0
378146 4 5 0 0
378156 4 5 0 0
378166 4 5 0 0
378176 4 5 0 0
378186 4 5 0 0
378196 4 5 0 0
378206 4 5 0 0
378216 4 5 0 0
378226 4 5 0 0
378236 4 5 0 0
378246 4 5 0 0
378256 4 5 0 0
378266 4 5 0 0
378276 4 5 0 0
378286 4 5 0 0
378296 4 5 0 0
378306 4 5 0 0
378316 4 5 0 0
378326 4 5 0 0
378336 4 5 0 0
378346 4 5 0 0
378356 4 5 0 0
378366 4 5 0 0
378376 4 5 0 0
378386 4 5 0 0
378396 4 5 0 0
378406 4 5 0 0
378416 4 5 0 0
378426 4 5 0 0
378436 4 5 0 0
378446 4 5 0 0
378456 4 5 0 0
378466 4 5 0 0
378476 4 5 0 0
378486 4 5 0 0
378496 4 5 0 0
378506 4 5 0 0
378516 4 5 0 0
378526 4 5 0 0
378536 4 5 0 0
378546 4 5 0 0
378556 4 5 0 0
378566 4 5 0 0
378576 4 5 0 0
378586 4 5 0 0
378596 4 5 0 0
378606 4 5 0 0
378616 4 5 0 0
378626 4 5 0 0
378636 4 5 0 0
378646 4 5 0 0
378656 4 5 0 0
378666 4 5 0 0
378676 4 5 0 0
378686 4 5 0 0
378696 4 5 0 0
378706 4 5 0 0
378716 4 5 0 0
378726 4 5 0 0
378736 4 5 0 0
378746 4 5 0 0
378756 4 5 0 0
378766 4 5 0 0
378776 4 5 0 0
378786 4 5 0 0
378796 4 5 0 0
378806 4 5 0 0
378816 4 5 0 0
378826 4 5 0 0
378836 4 5 0 0
378846 4 5 0 0
378856 4 5 0 0
378866 4 5 0 0
378876 4 5 0 0
378886 4 5 0 0
378896 4 5 0 0
378906 4 5 0 0
378916 4 5 0 0
378926 4 5 0 0
378936 4 5 0 0
378946 4 5 0 0
378956 4 5 0 0
378966 4 5 0 0
378976 4 5 0 0
378986 4 5 0 0
378996 4 5 0 0
379006 4 5 0 0
379016 4 5 0 0
379026 4 5 0 0
379036 4 5 0 0
379046 4 5 0 0
379056 4 5 0 0
379066 4 5 0 0
379076 4 5 0 0
379086 4 5 0 0
379096 4 5 0 0
379106 4 5 0 0
379116 4 5 0 0
379126 4 5 0 0
379136 4 5 0 0
379146 4 5 0 0
379156 4 5 0 0
379166 4 5 0 0
379176 4 5 0 0
379186 4 5 0 0
379196 4 5 0 0
379206 4 5 0 0
379216 4 5 0 0
379226 4 5 0 0
379236 4 5 0 0
379246 4 5 0 0
379256 4 5 0 0
379266 4 5 0 0
379276 4 5 0 0
379286 4 5 0 0
379296 4 5 0 0
379306 4 5 0 0
379316 4 5 0 0
379326 4 5 0 0
379336 4 5 0 0
379346 4 5 0 0
379356 4 5 0 0
379366 4 5 0 0
379376 4 5 0 0
379386 4 5 0 0
379396 4 5 0 0
379406 4 5 0 0
379416 4 5 0 0
379426 4 5 0 0
379436 4 5 0 0
379446 4 5 0 0
379457 4 5 0 0
379467 4 5 0 0
379477 4 5 0 0
379487 4 5 0 0
379497 4 5 0 0
379507 4 5 0 0
379516 4 5 0 0
379526 4 5 0 0
379536 4 5 0 0
379546 4 5 0 0
379556 4 5 0 0
379566 4 5 0 0
379576 4 5 0 0
379586 4 5 0 0
379596 4 5 0 0
379606 4 5 0 0
379616 4 5 0 0
379626 4 5 0 0
379636 4 5 0 0
379646 4 5 0 0
379656 4 5 0 0
379666 4 5 0 0
379676 4 5 0 0
379686 4 5 0 0
379696 4 5 0 0
379706 4 5 0 0
379716 4 5 0 0
379726 4 5 0 0
379736 4 5 0 0
379746 4 5 0 0
379756 4 5 0 0
379766 4 5 0 0
379776 4 5 0 0
379786 4 5 0 0
379796 4 5 0 0
379806 4 5 0 0
379816 4 5 0 0
379826 4 5 0 0
379836 4 5 0 0
379846 4 5 0 0
379856 4 5 0 0
379866 4 5 0 0
379876 4 5 0 0
379886 4 5 0 0
379896 4 5 0 0
379906 4 5 0 0
379916 4 5 0 0
379926 4 5 0 0
379936 4 5 0 0
379946 4 5 0 0
379956 4 5 0 0
379966 4 5 0 0
379976 4 5 0 0
379986 4 5 0 0
379996 4 5 0 0
380006 4 5 0 0
380016 4 5 0 0
380026 4 5 0 0
380036 4 5 0 0
380046 4 5 0 0
380056 4 5 0 0
380066 4 5 0 0
380076 4 5 0 0
380086 4 5 0 0
380096 4 5 0 0
380106 4 5 0 0
380116 4 5 0 0
380126 4 5 0 0
380136 4 5 0 0
380146 4 5 0 0
380156 4 5 0 0
380166 4 5 0 0
380176 4 5 0 0
380186 4 5 0 0
380196 4 5 0 0
380206 4 5 0 0
380216 4 5 0 0
380226 4 5 0 0
380236 4 5 0 0
380246 4 5 0 0
380256 4 5 0 0
380266 4 5 0 0
380276 4 5 0 0
380286 4 5 0 0
380296 4 5 0 0
380306 4 5 0 0
380316 4 5 0 0
380326 4 5 0 0
380336 4 5 0 0
380346 4 5 0 0
380356 4 5 0 0
380366 4 5 0 0
380376 4 5 0 0
380386 4 5 0 0
380396 4 5 0 0
380406 4 5 0 0
380416 4 5 0 0
380426 4 5 0 0
380436 4 5 0 0
380446 4 5 0 0
380456 4 5 0 0
380466 4 5 0 0
380476 4 5 0 0
380486 4 5 0 0
380496 4 5 0 0
380506 4 5 0 0
380516 4 5 0 0
380526 4 5 0 0
380536 4 5 0 0
380546 4 5 0 0
380556 4 5 0 0
380566 4 5 0 0
380576 4 5 0 0
380586 4 5 0 0
380596 4 5 0 0
380606 4 5 0 0
380616 4 5 0 0
380626 4 5 0 0
380636 4 5 0 0
380646 4 5 0 0
380656 4 5 0 0
380666 4 5 0 0
380676 4 5 0 0
380686 4 5 0 0
380696 4 5 0 0
380706 4 5 0 0
380716 4 5 0 0
380726 4 5 0 0
380736 4 5 0 0
380746 4 5 0 0
380756 4 5 0 0
380766 4 5 0 0
380776 4 5 0 0
380786 4 5 0 0
380796 4 5 0 0
380806 4 5 0 0
380816 4 5 0 0
380826 4 5 0 0
380836 4 5 0 0
380846 4 5 0 0
380856 4 5 0 0
380866 4 5 0 0
380876 4 5 0 0
380886 4 5 0 0
380896 4 5 0 0
380906 4 5 0 0
380916 4 5 0 0
380926 4 5 0 0
380936 4 5 0 0
380946 4 5 0 0
380956 4 5 0 0
380966 4 5 0 0
380976 4 5 0 0
380986 4 5 0 0
380996 4 5 0 0
381006 4 5 0 0
381016 4 5 0 0
381026 4 5 0 0
381036 4 5 0 0
381046 4 5 0 0
381056 4 5 0 0
381066 4 5 0 0
381076 4 5 0 0
381086 4 5 0 0
381096 4 5 0 0
381107 4 5 0 0
381117 4 5 0 0
381127 4 5 0 0
381137 4 5 0 0
381147 4 5 0 0
381157 4 5 0 0
381167 4 5 0 0
381176 4 5 0 0
381186 4 5 0 0
381196 4 5 0 0
381206 4 5 0 0
381216 4 5 0 0
381226 4 5 0 0
381236 4 5 0 0
381246 4 5 0 0
381256 4 5 0 0
381266 4 5 0 0
381276 4 5 0 0
381286 4 5 0 0
381296 4 5 0 0
381306 4 5 0 0
381316 4 5 0 0
381326 4 5 0 0
381336 4 5 0 0
381346 4 5 0 0
381356 4 5 0 0
381366 4 5 0 0
381376 4 5 0 0
381386 4 5 0 0
381396 4 5 0 0
381406 4 5 0 0
381416 4 5 0 0
381426 4 5 0 0
381436 4 5 0 0
381446 4 5 0 0
381456 4 5 0 0
381466 4 5 0 0
381476 4 5 0 0
381486 4 5 0 0
381496 4 5 0 0
381506 4 5 0 0
381516 4 5 0 0
381526 4 5 0 0
381536 4 5 0 0
381546 4 5 0 0
381556 4 5 0 0
381566 4 5 0 0
381576 4 5 0 0
381586 4 5 0 0
381596 4 5 0 0
381606 4 5 0 0
381616 4 5 0 0
381626 4 5 0 0
381636 4 5 0 0
381646 4 5 0 0
381656 4 5 0 0
381666 4 5 0 0
381676 4 5 0 0
381686 4 5 0 0
381696 4 5 0 0
381706 4 5 0 0
381716 4 5 0 0
381726 4 5 0 0
381736 4 5 0 0
381746 4 5 0 0
381756 4 5 0 0
381766 4 5 0 0
381776 4 5 0 0
381786 4 5 0 0
381796 4 5 0 0
381806 4 5 0 0
381816 4 5 0 0
381826 4 5 0 0
381836 4 5 0 0
381846 4 5 0 0
381856 4 5 0 0
381866 4 5 0 0
381876 4 5 0 0
381886 4 5 0 0
381896 4 5 0 0
381906 4 5 0 0
381916 4 5 0 0
381926 4 5 0 0
381936 4 5 0 0
381946 4 5 0 0
381956 4 5 0 0
381966 4 5 0 0
381976 4 5 0 0
381986 4 5 0 0
381996 4 5 0 0
382006 4 5 0 0
382016 4 5 0 0
382026 4 5 0 0
382036 4 5 0 0
382046 4 5 0 0
382056 4 5 0 0
382066 4 5 0 0
382076 4 5 0 0
382086 4 5 0 0
382096 4 5 0 0
382106 4 5 0 0
382116 4 5 0 0
382126 4 5 0 0
382136 4 5 0 0
382146 4 5 0 0
382156 4 5 0 0
382166 4 5 0 0
382176 4 5 0 0
382186 4 5 0 0
382196 4 5 0 0
382206 4 5 0 0
382216 4 5 0 0
382226 4 5 0 0
382236 4 5 0 0
382246 4 5 0 0
382256 4 5 0 0
382266 4 5 0 0
382276 4 5 0 0
382286 4 5 0 0
382296 4 5 0 0
382306 4 5 0 0
382316 4 5 0 0
382326 4 5 0 0
382336 4 5 0 0
382346 4 5 0 0
382356 4 5 0 0
382366 4 5 0 0
382376 4 5 0 0
382386 4 5 0 0
382396 4 5 0 0
382406 4 5 0 0
382416 4 5 0 0
382426 4 5 0 0
382436 4 5 0 0
382446 4 5 0 0
382456 4 5 0 0
382466 4 5 0 0
382476 4 5 0 0
382486 4 5 0 0
382496 4 5 0 0
382506 4 5 0 0
382516 4 5 0 0
382526 4 5 0 0
382536 4 5 0 0
382546 4 5 0 0
382556 4 5 0 0
382566 4 5 0 0
382576 4 5 0 0
382586 4 5 0 0
382596 4 5 0 0
382606 4 5 0 0
382616 4 5 0 0
382626 4 5 0 0
382636 4 5 0 0
382646 4 5 0 0
382656 4 5 0 0
382666 4 5 0 0
382676 4 5 0 0
382686 4 5 0 0
382696 4 5 0 0
382706 4 5 0 0
382716 4 5 0 0
382726 4 5 0 0
382736 4 5 0 0
382746 4 5 0 0
382756 4 5 0 0
382767 4 5 0 0
382777 4 5 0 0
382787 4 5 0 0
382797 4 5 0 0
382807 4 5 0 0
382817 4 5 0 0
382826 4 5 0 0
382836 4 5 0 0
382846 4 5 0 0
382856 4 5 0 0
382866 4 5 0 0
382876 4 5 0 0
382886 4 5 0 0
382896 4 5 0 0
382906 4 5 0 0
382916 4 5 0 0
382926 4 5 0 0
382936 4 5 0 0
382946 4 5 0 0
382956 4 5 0 0
382966 4 5 0 0
382976 4 5 0 0
382986 4 5 0 0
382996 4 5 0 0
383006 4 5 0 0
383016 4 5 0 0
383026 4 5 0 0
383036 4 5 0 0
383046 4 5 0 0
383056 4 5 0 0
383066 4 5 0 0
383076 4 5 0 0
383086 4 5 0 0
383096 4 5 0 0
383106 4 5 0 0
383116 4 5 0 0
383126 4 5 0 0
383136 4 5 0 0
383146 4 5 0 0
383156 4 5 0 0
383166 4 5 0 0
383176 4 5 0 0
383186 4 5 0 0
383196 4 5 0 0
383206 4 5 0 0
383216 4 5 0 0
383226 4 5 0 0
383236 4 5 0 0
383246 4 5 0 0
383256 4 5 0 0
383266 4 5 0 0
383276 4 5 0 0
383286 4 5 0 0
383296 4 5 0 0
383306 4 5 0 0
383316 4 5 0 0
383326 4 5 0 0
383336 4 5 0 0
383346 4 5 0 0
383356 4 5 0 0
383366 4 5 0 0
383376 4 5 0 0
383386 4 5 0 0
383396 4 5 0 0
383406 4 5 0 0
383416 4 5 0 0
383426 4 5 0 0
383436 4 5 0 0
383446 4 5 0 0
383456 4 5 0 0
383466 4 5 0 0
383476 4 5 0 0
383486 4 5 0 0
383496 4 5 0 0
383506 4 5 0 0
383516 4 5 0 0
383526 4 5 0 0
383536 4 5 0 0
383546 4 5 0 0
383556 4 5 0 0
383566 4 5 0 0
383576 4 5 0 0
383586 4 5 0 0
383596 4 5 0 0
383606 4 5 0 0
383616 4 5 0 0
383626 4 5 0 0
383636 4 5 0 0
383646 4 5 0 0
383656 4 5 0 0
383666 4 5 0 0
383676 4 5 0 0
383686 4 5 0 0
383696 4 5 0 0
383706 4 5 0 0
383716 4 5 0 0
383726 4 5 0 0
383736 4 5 0 0
383746 4 5 0 0
383756 4 5 0 0
383766 4 5 0 0
383776 4 5 0 0
383786 4 5 0 0
383796 4 5 0 0
383806 4 5 0 0
383816 4 5 0 0
383826 4 5 0 0
383836 4 5 0 0
383846 4 5 0 0
383856 4 5 0 0
383866 4 5 0 0
383876 4 5 0 0
383886 4 5 0 0
383896 4 5 0 0
383906 4 5 0 0
383916 4 5 0 0
383926 4 5 0 0
383936 4 5 0 0
383946 4 5 0 0
383956 4 5 0 0
383966 4 5 0 0
383976 4 5 0 0
383986 4 5 0 0
383996 4 5 0 0
384006 4 5 0 0
384016 4 5 0 0
384026 4 5 0 0
384036 4 5 0 0
384046 4 5 0 0
384056 4 5 0 0
384066 4 5 0 0
384076 4 5 0 0
384086 4 5 0 0
384096 4 5 0 0
384106 4 5 0 0
384116 4 5 0 0
384126 4 5 0 0
384136 4 5 0 0
384146 4 5 0 0
384156 4 5 0 0
384166 4 5 0 0
384176 4 5 0 0
384186 4 5 0 0
384196 4 5 0 0
384206 4 5 0 0
384216 4 5 0 0
384226 4 5 0 0
384236 4 5 0 0
384246 4 5 0 0
384256 4 5 0 0
384266 4 5 0 0
384276 4 5 0 0
384286 4 5 0 0
384296 4 5 0 0
384306 4 5 0 0
384316 4 5 0 0
384326 4 5 0 0
384336 4 5 0 0
384346 4 5 0 0
384356 4 5 0 0
384366 4 5 0 0
384376 4 5 0 0
384386 4 5 0 0
384396 4 5 0 0
384407 4 5 0 0
384417 4 5 0 0
384427 4 5 0 0
384437 4 5 0 0
384447 4 5 0 0
384457 4 5 0 0
384467 4 5 0 0
384476 4 5 0 0
384486 4 5 0 0
384496 4 5 0 0
384507 4 5 0 0
384516 4 5 0 0
384526 4 5 0 0
384536 4 5 0 0
384546 4 5 0 0
384556 4 5 0 0
384566 4 5 0 0
384576 4 5 0 0
384586 4 5 0 0
384596 4 5 0 0
384606 4 5 0 0
384616 4 5 0 0
384626 4 5 0 0
384636 4 5 0 0
384646 4 5 0 0
384656 4 5 0 0
384666 4 5 0 0
384676 4 5 0 0
384686 4 5 0 0
384696 4 5 0 0
384706 4 5 0 0
384716 4 5 0 0
384726 4 5 0 0
384736 4 5 0 0
384746 4 5 0 0
384756 4 5 0 0
384766 4 5 0 0
384776 4 5 0 0
384786 4 5 0 0
384796 4 5 0 0
384806 4 5 0 0
384816 4 5 0 0
384826 4 5 0 0
384836 4 5 0 0
384846 4 5 0 0
384856 4 5 0 0
384866 4 5 0 0
384876 4 5 0 0
384886 4 5 0 0
384896 4 5 0 0
384906 4 5 0 0
384916 4 5 0 0
384926 4 5 0 0
384936 4 5 0 0
384946 4 5 0 0
384956 4 5 0 0
384966 4 5 0 0
384976 4 5 0 0
384986 4 5 0 0
384996 4 5 0 0
385006 4 5 0 0
385016 4 5 0 0
385026 4 5 0 0
385036 4 5 0 0
385046 4 5 0 0
385056 4 5 0 0
385066 4 5 0 0
385076 4 5 0 0
385086 4 5 0 0
385096 4 5 0 0
385106 4 5 0 0
385116 4 5 0 0
385126 4 5 0 0
385136 4 5 0 0
385146 4 5 0 0
385156 4 5 0 0
385166 4 5 0 0
385176 4 5 0 0
385186 4 5 0 0
385196 4 5 0 0
385206 4 5 0 0
385216 4 5 0 0
385226 4 5 0 0
385236 4 5 0 0
385246 4 5 0 0
385256 4 5 0 0
385266 4 5 0 0
385276 4 5 0 0
385286 4 5 0 0
385296 4 5 0 0
385306 4 5 0 0
385316 4 5 0 0
385326 4 5 0 0
385336 4 5 0 0
385346 4 5 0 0
385356 4 5 0 0
385366 4 5 0 0
385376 4 5 0 0
385386 4 5 0 0
385396 4 5 0 0
385406 4 5 0 0
385416 4 5 0 0
385426 4 5 0 0
385436 4 5 0 0
385446 4 5 0 0
385456 4 5 0 0
385466 4 5 0 0
385476 4 5 0 0
385486 4 5 0 0
385496 4 5 0 0
385506 4 5 0 0
385516 4 5 0 0
385526 4 5 0 0
385536 4 5 0 0
385546 4 5 0 0
385556 4 5 0 0
385566 4 5 0 0
385576 4 5 0 0
385586 4 5 0 0
385596 4 5 0 0
385606 4 5 0 0
385616 4 5 0 0
385626 4 5 0 0
385636 4 5 0 0
385646 4 5 0 0
385656 4 5 0 0
385666 4 5 0 0
385676 4 5 0 0
385686 4 5 0 0
385696 4 5 0 0
385706 4 5 0 0
385716 4 5 0 0
385726 4 5 0 0
385736 4 5 0 0
385746 4 5 0 0
385756 4 5 0 0
385766 4 5 0 0
385776 4 5 0 0
385786 4 5 0 0
385796 4 5 0 0
385806 4 5 0 0
385816 4 5 0 0
385826 4 5 0 0
385836 4 5 0 0
385846 4 5 0 0
385856 4 5 0 0
385866 4 5 0 0
385876 4 5 0 0
385886 4 5 0 0
385896 4 5 0 0
385906 4 5 0 0
385916 4 5 0 0
385926 4 5 0 0
385936 4 5 0 0
385946 4 5 0 0
385956 4 5 0 0
385966 4 5 0 0
385976 4 5 0 0
385986 4 5 0 0
385996 4 5 0 0
386007 4 5 0 0
386016 4 5 0 0
386026 4 5 0 0
386036 4 5 0 0
386046 4 5 0 0
386057 4 5 0 0
386067 4 5 0 0
386077 4 5 0 0
386087 4 5 0 0
386097 4 5 0 0
386107 4 5 0 0
386116 4 5 0 0
386126 4 5 0 0
386136 4 5 0 0
386146 4 5 0 0
386156 4 5 0 0
386166 4 5 0 0
386176 4 5 0 0
386186 4 5 0 0
386196 4 5 0 0
386206 4 5 0 0
386216 4 5 0 0
386226 4 5 0 0
386236 4 5 0 0
386246 4 5 0 0
386256 4 5 0 0
386266 4 5 0 0
386276 4 5 0 0
386286 4 5 0 0
386296 4 5 0 0
386306 4 5 0 0
386316 4 5 0 0
386326 4 5 0 0
386336 4 5 0 0
386346 4 5 0 0
386356 4 5 0 0
386366 4 5 0 0
386376 4 5 0 0
386386 4 5 0 0
386396 4 5 0 0
386406 4 5 0 0
386416 4 5 0 0
386426 4 5 0 0
386436 4 5 0 0
386446 4 5 0 0
386456 4 5 0 0
386466 4 5 0 0
386476 4 5 0 0
386486 4 5 0 0
386496 4 5 0 0
386506 4 5 0 0
386516 4 5 0 0
386526 4 5 0 0
386536 4 5 0 0
386546 4 5 0 0
386556 4 5 0 0
386566 4 5 0 0
386576 4 5 0 0
386586 4 5 0 0
386596 4 5 0 0
386606 4 5 0 0
386616 4 5 0 0
386626 4 5 0 0
386636 4 5 0 0
386646 4 5 0 0
386656 4 5 0 0
386666 4 5 0 0
386676 4 5 0 0
386686 4 5 0 0
386696 4 5 0 0
386706 4 5 0 0
386716 4 5 0 0
386726 4 5 0 0
386736 4 5 0 0
386746 4 5 0 0
386756 4 5 0 0
386766 4 5 0 0
386776 4 5 0 0
386786 4 5 0 0
386796 4 5 0 0
386806 4 5 0 0
386816 4 5 0 0
386826 4 5 0 0
386836 4 5 0 0
386846 4 5 0 0
386856 4 5 0 0
386866 4 5 0 0
386876 4 5 0 0
386886 4 5 0 0
386896 4 5 0 0
386906 4 5 0 0
386916 4 5 0 0
386926 4 5 0 0
386936 4 5 0 0
386946 4 5 0 0
386956 4 5 0 0
386966 4 5 0 0
386976 4 5 0 0
386986 4 5 0 0
386996 4 5 0 0
387006 4 5 0 0
387016 4 5 0 0
387026 4 5 0 0
387036 4 5 0 0
387046 4 5 0 0
387056 4 5 0 0
387066 4 5 0 0
387076 4 5 0 0
387086 4 5 0 0
387096 4 5 0 0
387106 4 5 0 0
387116 4 5 0 0
387126 4 5 0 0
387136 4 5 0 0
387146 4 5 0 0
387156 4 5 0 0
387166 4 5 0 0
387176 4 5 0 0
387186 4 5 0 0
387196 4 5 0 0
387206 4 5 0 0
387216 4 5 0 0
387226 4 5 0 0
387236 4 5 0 0
387246 4 5 0 0
387256 4 5 0 0
387266 4 5 0 0
387276 4 5 0 0
387286 4 5 0 0
387296 4 5 0 0
387306 4 5 0 0
387316 4 5 0 0
387326 4 5 0 0
387336 4 5 0 0
387346 4 5 0 0
387356 4 5 0 0
387366 4 5 0 0
387376 4 5 0 0
387386 4 5 0 0
387396 4 5 0 0
387406 4 5 0 0
387416 4 5 0 0
387426 4 5 0 0
387436 4 5 0 0
387446 4 5 0 0
387456 4 5 0 0
387466 4 5 0 0
387476 4 5 0 0
387486 4 5 0 0
387496 4 5 0 0
387506 4 5 0 0
387516 4 5 0 0
387526 4 5 0 0
387536 4 5 0 0
387546 4 5 0 0
387556 4 5 0 0
387566 4 5 0 0
387576 4 5 0 0
387586 4 5 0 0
387596 4 5 0 0
387606 4 5 0 0
387616 4 5 0 0
387626 4 5 0 0
387636 4 5 0 0
387646 4 5 0 0
387656 4 5 0 0
387666 4 5 0 0
387676 4 5 0 0
387687 4 5 0 0
387697 4 5 0 0
387707 4 5 0 0
387717 4 5 0 0
387727 4 5 0 0
387736 4 5 0 0
387746 4 5 0 0
387756 4 5 0 0
387766 4 5 0 0
387776 4 5 0 0
387786 4 5 0 0
387796 4 5 0 0
387806 4 5 0 0
387816 4 5 0 0
387826 4 5 0 0
387836 4 5 0 0
387846 4 5 0 0
387856 4 5 0 0
387866 4 5 0 0
