t pos_x pos_y free_degree
2106976 -5884 -167551 186
2106986 -5884 -167551 189
2106996 -5884 -167551 187
2107006 -5884 -167551 187
2107016 -5884 -167551 182
2107026 -5884 -167551 184
2107036 -5884 -167551 178
2107046 -5884 -167551 190
2107056 -5884 -167551 182
2107066 -5884 -167551 176
2107076 -5884 -167551 185
2107086 -5884 -167551 183
2107096 -5884 -167551 181
2107106 -5884 -167551 182
2107116 -5884 -167551 187
2107126 -5884 -167551 185
2107136 -5884 -167551 185
2107146 -5884 -167551 189
2107156 -5884 -167551 185
2107166 -5884 -167551 187
2107176 -5884 -167551 184
2107186 -5884 -167551 188
2107196 -5884 -167551 187
2107206 -5884 -167551 183
2107216 -5884 -167551 187
2107226 -5884 -167551 182
2107236 -5884 -167551 182
2107246 -5884 -167551 182
2107256 -5884 -167551 184
2107266 -5884 -167551 189
2107276 -5884 -167551 185
2107286 -5884 -167551 174
2107296 -5884 -167551 186
2107306 -5884 -167551 183
2107316 -5884 -167551 176
2107326 -5884 -167551 187
2107336 -5884 -167551 183
2107346 -5884 -167551 192
2107356 -5884 -167551 178
2107366 -5884 -167551 184
2107376 -5884 -167551 188
2107386 -5884 -167551 177
2107396 -5884 -167551 185
2107406 -5884 -167551 179
2107416 -5884 -167551 182
2107426 -5884 -167551 182
2107436 -5884 -167551 180
2107446 -5884 -167551 178
2107456 -5884 -167551 178
2107466 -5884 -167551 177
2107476 -5884 -167551 185
2107486 -5884 -167551 178
2107496 -5884 -167551 182
2107506 -5884 -167551 178
2107516 -5884 -167551 181
2107526 -5884 -167551 183
2107536 -5884 -167551 176
2107546 -5884 -167551 184
2107556 -5884 -167551 185
2107566 -5884 -167551 179
2107576 -5884 -167551 183
2107586 -5884 -167551 180
2107596 -5884 -167551 186
2107606 -5884 -167551 182
2107616 -5884 -167551 174
2107626 -5884 -167551 181
2107636 -5884 -167551 179
2107646 -5884 -167551 179
2107656 -5884 -167551 180
2107666 -5884 -167551 178
2107676 -5884 -167551 183
2107686 -5884 -167551 181
2107696 -5884 -167551 179
2107706 -5884 -167551 185
2107716 -5884 -167551 185
2107726 -5884 -167551 186
2107736 -5884 -167551 181
2107746 -5884 -167551 180
2107756 -5884 -167551 183
2107766 -5884 -167551 179
2107776 -5884 -167551 177
2107786 -5884 -167551 181
2107796 -5884 -167551 183
2107806 -5884 -167551 182
2107816 -5884 -167551 183
2107826 -5884 -167551 181
2107836 -5884 -167551 187
2107846 -5884 -167551 183
2107856 -5884 -167551 181
2107866 -5884 -167551 180
2107876 -5884 -167551 176
2107886 -5884 -167551 186
2107896 -5884 -167551 178
2107906 -5884 -167551 181
2107916 -5884 -167551 185
2107926 -5884 -167551 177
2107936 -5884 -167551 182
2107946 -5884 -167551 187
2107956 -5884 -167551 177
2107966 -5884 -167551 182
2107976 -5884 -167551 181
2107986 -5884 -167551 189
2107996 -5884 -167551 181
2108006 -5884 -167551 188
2108016 -5884 -167551 181
2108026 -5884 -167551 178
2108036 -5884 -167551 183
2108046 -5884 -167551 177
2108056 -5884 -167551 177
2108066 -5884 -167551 179
2108076 -5884 -167551 177
2108086 -5884 -167551 180
2108096 -5884 -167551 188
2108106 -5884 -167551 184
2108116 -5884 -167551 183
2108126 -5884 -167551 183
2108136 -5884 -167551 180
2108146 -5884 -167551 182
2108156 -5884 -167551 184
2108166 -5884 -167551 182
2108176 -5884 -167551 179
2108186 -5884 -167551 184
2108196 -5884 -167551 175
2108206 -5884 -167551 180
2108216 -5884 -167551 181
2108226 -5884 -167551 180
2108236 -5884 -167551 179
2108246 -5884 -167551 187
2108256 -5884 -167551 180
2108266 -5884 -167551 186
2108276 -5884 -167551 186
2108286 -5884 -167551 193
2108296 -5884 -167551 185
2108306 -5884 -167551 183
2108316 -5884 -167551 184
2108326 -5884 -167551 178
2108336 -5884 -167551 184
2108346 -5884 -167551 175
2108356 -5884 -167551 185
2108366 -5884 -167551 187
2108376 -5884 -167551 182
2108386 -5884 -167551 183
2108396 -5884 -167551 186
2108406 -5884 -167551 180
2108416 -5884 -167551 180
2108427 -5884 -167551 176
2108437 -5884 -167551 181
2108447 -5884 -167551 185
2108457 -5884 -167551 185
2108467 -5884 -167551 179
2108477 -5884 -167551 179
2108487 -5884 -167551 192
2108496 -5884 -167551 176
2108507 -5884 -167551 184
2108516 -5884 -167551 185
2108526 -5884 -167551 184
2108536 -5884 -167551 180
2108546 -5884 -167551 181
2108556 -5884 -167551 179
2108566 -5884 -167551 179
2108576 -5884 -167551 181
2108586 -5884 -167551 180
2108596 -5884 -167551 183
2108606 -5884 -167551 179
2108616 -5884 -167551 182
2108626 -5884 -167551 181
2108636 -5884 -167551 188
2108646 -5884 -167551 187
2108656 -5884 -167551 180
2108666 -5884 -167551 180
2108676 -5884 -167551 182
2108686 -5884 -167551 175
2108696 -5884 -167551 184
2108706 -5884 -167551 173
2108716 -5884 -167551 182
2108726 -5884 -167551 181
2108736 -5884 -167551 181
2108746 -5884 -167551 180
2108756 -5884 -167551 182
2108766 -5884 -167551 181
2108776 -5884 -167551 175
2108786 -5884 -167551 184
2108796 -5884 -167551 180
2108806 -5884 -167551 183
2108816 -5884 -167551 181
2108826 -5884 -167551 178
2108836 -5884 -167551 182
2108846 -5884 -167551 188
2108856 -5884 -167551 183
2108866 -5884 -167551 184
2108876 -5884 -167551 177
2108886 -5884 -167551 177
2108896 -5884 -167551 182
2108906 -5884 -167551 185
2108916 -5884 -167551 181
2108926 -5884 -167551 182
2108936 -5884 -167551 180
2108946 -5884 -167551 186
2108956 -5884 -167551 182
2108966 -5884 -167551 181
2108976 -5884 -167551 186
2108986 -5884 -167551 184
2108996 -5884 -167551 185
2109006 -5884 -167551 184
2109016 -5884 -167551 182
2109026 -5884 -167551 188
2109036 -5884 -167551 181
2109046 -5884 -167551 178
2109056 -5884 -167551 181
2109066 -5884 -167551 180
2109076 -5884 -167551 180
2109086 -5884 -167551 179
2109096 -5884 -167551 177
2109106 -5884 -167551 181
2109116 -5884 -167551 180
2109126 -5884 -167551 187
2109136 -5884 -167551 178
2109146 -5884 -167551 178
2109156 -5884 -167551 179
2109166 -5884 -167551 179
2109176 -5884 -167551 179
2109186 -5884 -167551 180
2109196 -5884 -167551 178
2109206 -5884 -167551 176
2109216 -5884 -167551 179
2109226 -5884 -167551 187
2109236 -5884 -167551 181
2109246 -5884 -167551 183
2109256 -5884 -167551 179
2109266 -5884 -167551 181
2109276 -5884 -167551 182
2109286 -5884 -167551 184
2109296 -5884 -167551 181
2109306 -5884 -167551 181
2109316 -5884 -167551 175
2109326 -5884 -167551 181
2109336 -5884 -167551 182
2109346 -5884 -167551 182
2109356 -5884 -167551 178
2109366 -5884 -167551 180
2109376 -5884 -167551 186
2109386 -5884 -167551 185
2109396 -5884 -167551 181
2109406 -5884 -167551 177
2109416 -5884 -167551 182
2109426 -5884 -167551 189
2109436 -5884 -167551 184
2109446 -5884 -167551 180
2109456 -5884 -167551 180
2109466 -5884 -167551 187
2109476 -5884 -167551 186
2109486 -5884 -167551 184
2109496 -5884 -167551 181
2109506 -5884 -167551 177
2109516 -5884 -167551 179
2109526 -5884 -167551 182
2109536 -5884 -167551 181
2109546 -5884 -167551 186
2109556 -5884 -167551 183
2109566 -5884 -167551 178
2109576 -5884 -167551 178
2109586 -5884 -167551 183
2109596 -5884 -167551 183
2109606 -5884 -167551 179
2109616 -5884 -167551 182
2109626 -5884 -167551 175
2109636 -5884 -167551 185
2109646 -5884 -167551 185
2109656 -5884 -167551 189
2109666 -5884 -167551 182
2109676 -5884 -167551 177
2109686 -5884 -167551 185
2109696 -5884 -167551 186
2109706 -5884 -167551 182
2109716 -5884 -167551 182
2109726 -5884 -167551 183
2109736 -5884 -167551 176
2109746 -5884 -167551 175
2109756 -5884 -167551 182
2109766 -5884 -167551 177
2109776 -5884 -167551 182
2109786 -5884 -167551 179
2109796 -5884 -167551 186
2109806 -5884 -167551 175
2109816 -5884 -167551 184
2109826 -5884 -167551 179
2109836 -5884 -167551 180
2109846 -5884 -167551 184
2109856 -5884 -167551 176
2109866 -5884 -167551 185
2109876 -5884 -167551 178
2109886 -5884 -167551 181
2109896 -5884 -167551 181
2109906 -5884 -167551 181
2109916 -5884 -167551 180
2109926 -5884 -167551 179
2109936 -5884 -167551 175
2109946 -5884 -167551 183
2109956 -5884 -167551 179
2109966 -5884 -167551 189
2109976 -5884 -167551 186
2109986 -5884 -167551 183
2109996 -5884 -167551 182
2110006 -5884 -167551 181
2110016 -5884 -167551 187
2110026 -5884 -167551 179
2110036 -5884 -167551 184
2110046 -5884 -167551 178
2110056 -5884 -167551 181
2110066 -5884 -167551 181
2110076 -5884 -167551 178
2110086 -5884 -167551 184
2110096 -5884 -167551 184
2110106 -5884 -167551 182
2110116 -5884 -167551 181
2110126 -5884 -167551 181
2110136 -5884 -167551 183
2110146 -5884 -167551 178
2110156 -5884 -167551 176
2110166 -5884 -167551 185
2110176 -5884 -167551 178
2110186 -5884 -167551 177
2110196 -5884 -167551 184
2110206 -5884 -167551 186
2110216 -5884 -167551 177
2110226 -5884 -167551 176
2110236 -5884 -167551 178
2110246 -5884 -167551 182
2110256 -5884 -167551 181
2110266 -5884 -167551 189
2110276 -5884 -167551 183
2110286 -5884 -167551 188
2110296 -5884 -167551 183
2110306 -5884 -167551 183
2110316 -5884 -167551 177
2110326 -5884 -167551 176
2110336 -5884 -167551 177
2110346 -5884 -167551 179
2110356 -5884 -167551 183
2110366 -5884 -167551 178
2110376 -5884 -167551 182
2110386 -5884 -167551 184
2110396 -5884 -167551 182
2110406 -5884 -167551 180
2110416 -5884 -167551 186
2110426 -5884 -167551 185
2110436 -5884 -167551 182
2110446 -5884 -167551 183
2110456 -5884 -167551 184
2110466 -5884 -167551 176
2110476 -5884 -167551 181
2110486 -5884 -167551 181
2110496 -5884 -167551 187
2110507 -5884 -167551 176
2110516 -5884 -167551 176
2110527 -5884 -167551 178
2110537 -5884 -167551 178
2110547 -5884 -167551 184
2110557 -5884 -167551 183
2110567 -5884 -167551 183
2110577 -5884 -167551 182
2110587 -5884 -167551 181
2110596 -5884 -167551 181
2110606 -5884 -167551 180
2110616 -5884 -167551 178
2110626 -5884 -167551 183
2110636 -5884 -167551 183
2110646 -5884 -167551 183
2110656 -5884 -167551 180
2110666 -5884 -167551 179
2110676 -5884 -167551 189
2110686 -5884 -167551 180
2110696 -5884 -167551 191
2110706 -5884 -167551 184
2110716 -5884 -167551 183
2110726 -5884 -167551 180
2110736 -5884 -167551 184
2110746 -5884 -167551 182
2110756 -5884 -167551 174
2110766 -5884 -167551 180
2110776 -5884 -167551 185
2110786 -5884 -167551 185
2110796 -5884 -167551 177
2110806 -5884 -167551 185
2110816 -5884 -167551 188
2110826 -5884 -167551 185
2110836 -5884 -167551 185
2110846 -5884 -167551 185
2110856 -5884 -167551 184
2110866 -5884 -167551 184
2110876 -5884 -167551 179
2110886 -5884 -167551 180
2110896 -5884 -167551 178
2110906 -5884 -167551 177
2110916 -5884 -167551 179
2110926 -5884 -167551 184
2110936 -5884 -167551 189
2110946 -5884 -167551 177
2110956 -5884 -167551 183
2110966 -5884 -167551 172
2110976 -5884 -167551 173
2110986 -5884 -167551 189
2110996 -5884 -167551 181
2111006 -5884 -167551 182
2111016 -5884 -167551 182
2111026 -5884 -167551 176
2111036 -5884 -167551 178
2111046 -5884 -167551 182
2111056 -5884 -167551 181
2111066 -5884 -167551 182
2111076 -5884 -167551 180
2111086 -5884 -167551 188
2111096 -5884 -167551 181
2111106 -5884 -167551 183
2111116 -5884 -167551 183
2111126 -5884 -167551 187
2111136 -5884 -167551 185
2111146 -5884 -167551 183
2111156 -5884 -167551 179
2111166 -5884 -167551 182
2111176 -5884 -167551 179
2111186 -5884 -167551 177
2111196 -5884 -167551 182
2111206 -5884 -167551 182
2111216 -5884 -167551 182
2111226 -5884 -167551 184
2111236 -5884 -167551 176
2111246 -5884 -167551 179
2111256 -5884 -167551 179
2111266 -5884 -167551 181
2111276 -5884 -167551 182
2111286 -5884 -167551 185
2111296 -5884 -167551 184
2111306 -5884 -167551 179
2111316 -5884 -167551 181
2111326 -5884 -167551 181
2111336 -5884 -167551 180
2111346 -5884 -167551 185
2111356 -5884 -167551 182
2111366 -5884 -167551 180
2111376 -5884 -167551 184
2111386 -5884 -167551 181
2111396 -5884 -167551 182
2111406 -5884 -167551 181
2111416 -5884 -167551 180
2111426 -5884 -167551 186
2111436 -5884 -167551 187
2111446 -5884 -167551 180
2111456 -5884 -167551 184
2111466 -5884 -167551 176
2111476 -5884 -167551 181
2111486 -5884 -167551 184
2111496 -5884 -167551 178
2111506 -5884 -167551 182
2111516 -5884 -167551 176
2111526 -5884 -167551 182
2111536 -5884 -167551 180
2111546 -5884 -167551 178
2111556 -5884 -167551 183
2111566 -5884 -167551 184
2111576 -5884 -167551 181
2111586 -5884 -167551 182
2111596 -5884 -167551 184
2111606 -5884 -167551 183
2111616 -5884 -167551 183
2111626 -5884 -167551 184
2111636 -5884 -167551 182
2111646 -5884 -167551 186
2111656 -5884 -167551 182
2111666 -5884 -167551 185
2111676 -5884 -167551 182
2111686 -5884 -167551 185
2111696 -5884 -167551 186
2111706 -5884 -167551 181
2111716 -5884 -167551 185
2111726 -5884 -167551 178
2111736 -5884 -167551 187
2111746 -5884 -167551 179
2111756 -5884 -167551 174
2111766 -5884 -167551 180
2111776 -5884 -167551 184
2111786 -5884 -167551 177
2111796 -5884 -167551 182
2111806 -5884 -167551 179
2111816 -5884 -167551 181
2111826 -5884 -167551 177
2111836 -5884 -167551 180
2111846 -5884 -167551 176
2111856 -5884 -167551 188
2111866 -5884 -167551 178
2111876 -5884 -167551 182
2111886 -5884 -167551 187
2111896 -5884 -167551 184
2111906 -5884 -167551 180
2111916 -5884 -167551 181
2111926 -5884 -167551 178
2111936 -5884 -167551 183
2111946 -5884 -167551 175
2111956 -5884 -167551 180
2111966 -5884 -167551 172
2111976 -5884 -167551 184
2111986 -5884 -167551 189
2111996 -5884 -167551 179
2112006 -5884 -167551 183
2112016 -5884 -167551 178
2112026 -5884 -167551 180
2112036 -5884 -167551 181
2112046 -5884 -167551 188
2112056 -5884 -167551 182
2112066 -5884 -167551 188
2112076 -5884 -167551 183
2112086 -5884 -167551 181
2112096 -5884 -167551 176
2112106 -5884 -167551 185
2112116 -5884 -167551 184
2112126 -5884 -167551 184
2112136 -5884 -167551 181
2112146 -5884 -167551 184
2112156 -5884 -167551 184
2112166 -5884 -167551 182
2112176 -5884 -167551 180
2112186 -5884 -167551 186
2112196 -5884 -167551 184
2112206 -5884 -167551 184
2112216 -5884 -167551 179
2112226 -5884 -167551 182
2112236 -5884 -167551 183
2112246 -5884 -167551 183
2112256 -5884 -167551 189
2112266 -5884 -167551 180
2112276 -5884 -167551 185
2112286 -5884 -167551 185
2112296 -5884 -167551 183
2112306 -5884 -167551 182
2112316 -5884 -167551 182
2112326 -5884 -167551 186
2112336 -5884 -167551 185
2112346 -5884 -167551 178
2112356 -5884 -167551 179
2112366 -5884 -167551 181
2112376 -5884 -167551 186
2112386 -5884 -167551 181
2112396 -5884 -167551 177
2112406 -5884 -167551 176
2112416 -5884 -167551 183
2112426 -5884 -167551 188
2112436 -5884 -167551 179
2112446 -5884 -167551 182
2112456 -5884 -167551 177
2112466 -5884 -167551 180
2112476 -5884 -167551 181
2112486 -5884 -167551 182
2112496 -5884 -167551 182
2112506 -5884 -167551 183
2112516 -5884 -167551 182
2112526 -5884 -167551 182
2112536 -5884 -167551 183
2112546 -5884 -167551 180
2112556 -5884 -167551 183
2112566 -5884 -167551 179
2112576 -5884 -167551 176
2112587 -5884 -167551 177
2112597 -5884 -167551 179
2112607 -5884 -167551 180
2112617 -5884 -167551 180
2112627 -5884 -167551 187
2112637 -5884 -167551 178
2112647 -5884 -167551 177
2112657 -5884 -167551 179
2112667 -5884 -167551 179
2112676 -5884 -167551 184
2112686 -5884 -167551 176
2112696 -5884 -167551 182
2112706 -5884 -167551 178
2112716 -5884 -167551 182
2112726 -5884 -167551 181
2112736 -5884 -167551 186
2112746 -5884 -167551 178
2112756 -5884 -167551 179
2112766 -5884 -167551 182
2112776 -5884 -167551 177
2112786 -5884 -167551 184
2112796 -5884 -167551 176
2112806 -5884 -167551 175
2112816 -5884 -167551 182
2112826 -5884 -167551 182
2112836 -5884 -167551 180
2112846 -5884 -167551 181
2112856 -5884 -167551 180
2112866 -5884 -167551 180
2112876 -5884 -167551 182
2112886 -5884 -167551 188
2112896 -5884 -167551 181
2112906 -5884 -167551 179
2112916 -5884 -167551 182
2112926 -5884 -167551 173
2112936 -5884 -167551 178
2112946 -5884 -167551 179
2112956 -5884 -167551 185
2112966 -5884 -167551 180
2112976 -5884 -167551 181
2112986 -5884 -167551 179
2112996 -5884 -167551 186
2113006 -5884 -167551 184
2113016 -5884 -167551 183
2113026 -5884 -167551 184
2113036 -5884 -167551 181
2113046 -5884 -167551 186
2113056 -5884 -167551 182
2113066 -5884 -167551 181
2113076 -5884 -167551 184
2113086 -5884 -167551 181
2113096 -5884 -167551 185
2113106 -5884 -167551 186
2113116 -5884 -167551 182
2113126 -5884 -167551 178
2113136 -5884 -167551 177
2113146 -5884 -167551 172
2113156 -5884 -167551 186
2113166 -5884 -167551 185
2113176 -5884 -167551 175
2113186 -5884 -167551 189
2113196 -5884 -167551 184
2113206 -5884 -167551 174
2113216 -5884 -167551 179
2113226 -5884 -167551 179
2113236 -5884 -167551 189
2113246 -5884 -167551 179
2113256 -5884 -167551 172
2113266 -5884 -167551 181
2113276 -5884 -167551 182
2113286 -5884 -167551 181
2113296 -5884 -167551 180
2113306 -5884 -167551 177
2113316 -5884 -167551 184
2113326 -5884 -167551 180
2113336 -5884 -167551 181
2113346 -5884 -167551 182
2113356 -5884 -167551 188
2113366 -5884 -167551 184
2113376 -5884 -167551 184
2113386 -5884 -167551 189
2113396 -5884 -167551 180
2113406 -5884 -167551 183
2113416 -5884 -167551 185
2113426 -5884 -167551 181
2113436 -5884 -167551 186
2113446 -5884 -167551 177
2113456 -5884 -167551 178
2113466 -5884 -167551 178
2113476 -5884 -167551 185
2113486 -5884 -167551 190
2113496 -5884 -167551 188
2113506 -5884 -167551 183
2113516 -5884 -167551 186
2113526 -5884 -167551 181
2113536 -5884 -167551 184
2113546 -5884 -167551 181
2113556 -5884 -167551 179
2113566 -5884 -167551 181
2113576 -5884 -167551 184
2113586 -5884 -167551 182
2113596 -5884 -167551 183
2113606 -5884 -167551 186
2113616 -5884 -167551 176
2113626 -5884 -167551 182
2113636 -5884 -167551 187
2113646 -5884 -167551 181
2113656 -5884 -167551 185
2113666 -5884 -167551 182
2113676 -5884 -167551 185
2113686 -5884 -167551 184
2113696 -5884 -167551 180
2113706 -5884 -167551 182
2113716 -5884 -167551 182
2113726 -5884 -167551 179
2113736 -5884 -167551 185
2113746 -5884 -167551 187
2113756 -5884 -167551 183
2113766 -5884 -167551 182
2113776 -5884 -167551 179
2113786 -5884 -167551 180
2113796 -5884 -167551 182
2113806 -5884 -167551 179
2113816 -5884 -167551 178
2113826 -5884 -167551 177
2113836 -5884 -167551 182
2113846 -5884 -167551 181
2113856 -5884 -167551 183
2113866 -5884 -167551 180
2113876 -5884 -167551 182
2113886 -5884 -167551 177
2113896 -5884 -167551 177
2113906 -5884 -167551 185
2113916 -5884 -167551 182
2113926 -5884 -167551 178
2113936 -5884 -167551 179
2113946 -5884 -167551 184
2113956 -5884 -167551 181
2113966 -5884 -167551 177
2113976 -5884 -167551 180
2113986 -5884 -167551 181
2113996 -5884 -167551 180
2114006 -5884 -167551 176
2114016 -5884 -167551 181
2114026 -5884 -167551 185
2114036 -5884 -167551 181
2114046 -5884 -167551 183
2114056 -5884 -167551 177
2114066 -5884 -167551 185
2114076 -5884 -167551 181
2114086 -5884 -167551 185
2114096 -5884 -167551 182
2114106 -5884 -167551 182
2114116 -5884 -167551 178
2114126 -5884 -167551 181
2114136 -5884 -167551 185
2114146 -5884 -167551 180
2114156 -5884 -167551 177
2114166 -5884 -167551 176
2114176 -5884 -167551 181
2114186 -5884 -167551 182
2114196 -5884 -167551 176
2114206 -5884 -167551 181
2114216 -5884 -167551 178
2114226 -5884 -167551 183
2114236 -5884 -167551 184
2114246 -5884 -167551 179
2114256 -5884 -167551 183
2114266 -5884 -167551 179
2114276 -5884 -167551 182
2114286 -5884 -167551 169
2114296 -5884 -167551 180
2114306 -5884 -167551 180
2114316 -5884 -167551 179
2114326 -5884 -167551 185
2114336 -5884 -167551 183
2114346 -5884 -167551 180
2114356 -5884 -167551 178
2114366 -5884 -167551 179
2114376 -5884 -167551 179
2114386 -5884 -167551 173
2114396 -5884 -167551 181
2114406 -5884 -167551 183
2114416 -5884 -167551 179
2114426 -5884 -167551 180
2114436 -5884 -167551 180
2114446 -5884 -167551 176
2114456 -5884 -167551 187
2114466 -5884 -167551 190
2114476 -5884 -167551 181
2114486 -5884 -167551 180
2114496 -5884 -167551 182
2114506 -5884 -167551 182
2114516 -5884 -167551 175
2114526 -5884 -167551 180
2114536 -5884 -167551 186
2114546 -5884 -167551 176
2114556 -5884 -167551 180
2114566 -5884 -167551 185
2114576 -5884 -167551 189
2114586 -5884 -167551 192
2114596 -5884 -167551 179
2114606 -5884 -167551 174
2114616 -5884 -167551 184
2114626 -5884 -167551 182
2114636 -5884 -167551 173
2114646 -5884 -167551 178
2114656 -5884 -167551 180
2114666 -5884 -167551 182
2114676 -5884 -167551 182
2114686 -5884 -167551 183
2114696 -5884 -167551 182
2114707 -5884 -167551 184
2114717 -5884 -167551 176
2114727 -5884 -167551 176
2114737 -5884 -167551 183
2114747 -5884 -167551 182
2114757 -5884 -167551 182
2114767 -5884 -167551 180
2114776 -5884 -167551 182
2114786 -5884 -167551 179
2114796 -5884 -167551 179
2114806 -5884 -167551 186
2114816 -5884 -167551 188
2114826 -5884 -167551 176
2114836 -5884 -167551 185
2114846 -5884 -167551 185
2114856 -5884 -167551 180
2114866 -5884 -167551 180
2114876 -5884 -167551 182
2114886 -5884 -167551 182
2114896 -5884 -167551 178
2114906 -5884 -167551 179
2114916 -5884 -167551 185
2114926 -5884 -167551 180
2114936 -5884 -167551 184
2114946 -5884 -167551 178
2114956 -5884 -167551 180
2114966 -5884 -167551 177
2114976 -5884 -167551 180
2114986 -5884 -167551 186
2114996 -5884 -167551 182
2115006 -5884 -167551 181
2115016 -5884 -167551 180
2115026 -5884 -167551 192
2115036 -5884 -167551 182
2115046 -5884 -167551 176
2115056 -5884 -167551 182
2115066 -5884 -167551 183
2115076 -5884 -167551 183
2115086 -5884 -167551 187
2115096 -5884 -167551 178
2115106 -5884 -167551 185
2115116 -5884 -167551 178
2115126 -5884 -167551 178
2115136 -5884 -167551 185
2115146 -5884 -167551 186
2115156 -5884 -167551 176
2115166 -5884 -167551 184
2115176 -5884 -167551 180
2115186 -5884 -167551 181
2115196 -5884 -167551 177
2115206 -5884 -167551 187
2115216 -5884 -167551 185
2115226 -5884 -167551 179
2115236 -5884 -167551 183
2115246 -5884 -167551 181
2115256 -5884 -167551 180
2115266 -5884 -167551 181
2115276 -5884 -167551 182
2115286 -5884 -167551 181
2115296 -5884 -167551 178
2115306 -5884 -167551 177
2115316 -5884 -167551 179
2115326 -5884 -167551 180
2115336 -5884 -167551 189
2115346 -5884 -167551 179
2115356 -5884 -167551 181
2115366 -5884 -167551 183
2115376 -5884 -167551 188
2115386 -5884 -167551 179
2115396 -5884 -167551 183
2115406 -5884 -167551 180
2115416 -5884 -167551 185
2115426 -5884 -167551 180
2115436 -5884 -167551 178
2115446 -5884 -167551 182
2115456 -5884 -167551 189
2115466 -5884 -167551 186
2115476 -5884 -167551 183
2115486 -5884 -167551 192
2115496 -5884 -167551 174
2115506 -5884 -167551 181
2115516 -5884 -167551 173
2115526 -5884 -167551 182
2115536 -5884 -167551 182
2115546 -5884 -167551 191
2115556 -5884 -167551 191
2115566 -5884 -167551 175
2115576 -5884 -167551 180
2115586 -5884 -167551 180
2115596 -5884 -167551 184
2115606 -5884 -167551 176
2115616 -5884 -167551 176
2115626 -5884 -167551 183
2115636 -5884 -167551 183
2115646 -5884 -167551 173
2115656 -5884 -167551 184
2115666 -5884 -167551 179
2115676 -5884 -167551 175
2115686 -5884 -167551 181
2115696 -5884 -167551 179
2115706 -5884 -167551 180
2115716 -5884 -167551 180
2115726 -5884 -167551 182
2115736 -5884 -167551 181
2115746 -5884 -167551 177
2115756 -5884 -167551 184
2115766 -5884 -167551 180
2115776 -5884 -167551 179
2115786 -5884 -167551 183
2115796 -5884 -167551 184
2115806 -5884 -167551 188
2115816 -5884 -167551 178
2115826 -5884 -167551 188
2115836 -5884 -167551 189
2115846 -5884 -167551 185
2115856 -5884 -167551 182
2115866 -5884 -167551 180
2115876 -5884 -167551 177
2115886 -5884 -167551 187
2115896 -5884 -167551 178
2115906 -5884 -167551 182
2115916 -5884 -167551 179
2115926 -5884 -167551 172
2115936 -5884 -167551 181
2115946 -5884 -167551 189
2115956 -5884 -167551 182
2115966 -5884 -167551 190
2115976 -5884 -167551 190
2115986 -5884 -167551 180
2115996 -5884 -167551 186
2116006 -5884 -167551 179
2116016 -5884 -167551 185
2116026 -5884 -167551 182
2116036 -5884 -167551 187
2116046 -5884 -167551 175
2116056 -5884 -167551 185
2116066 -5884 -167551 180
2116076 -5884 -167551 183
2116086 -5884 -167551 182
2116096 -5884 -167551 181
2116106 -5884 -167551 181
2116116 -5884 -167551 184
2116126 -5884 -167551 183
2116136 -5884 -167551 176
2116146 -5884 -167551 178
2116156 -5884 -167551 182
2116166 -5884 -167551 179
2116176 -5884 -167551 182
2116186 -5884 -167551 182
2116196 -5884 -167551 179
2116206 -5884 -167551 182
2116216 -5884 -167551 178
2116226 -5884 -167551 179
2116236 -5884 -167551 187
2116246 -5884 -167551 184
2116256 -5884 -167551 185
2116266 -5884 -167551 182
2116276 -5884 -167551 184
2116286 -5884 -167551 180
2116296 -5884 -167551 184
2116306 -5884 -167551 188
2116316 -5884 -167551 177
2116326 -5884 -167551 182
2116336 -5884 -167551 185
2116346 -5884 -167551 183
2116356 -5884 -167551 182
2116366 -5884 -167551 180
2116376 -5884 -167551 179
2116386 -5884 -167551 179
2116396 -5884 -167551 186
2116406 -5884 -167551 181
2116416 -5884 -167551 181
2116426 -5884 -167551 180
2116436 -5884 -167551 183
2116446 -5884 -167551 180
2116456 -5884 -167551 177
2116466 -5884 -167551 183
2116476 -5884 -167551 176
2116486 -5884 -167551 183
2116496 -5884 -167551 178
2116506 -5884 -167551 186
2116516 -5884 -167551 181
2116526 -5884 -167551 182
2116536 -5884 -167551 183
2116546 -5884 -167551 181
2116556 -5884 -167551 177
2116566 -5884 -167551 174
2116576 -5884 -167551 178
2116586 -5884 -167551 181
2116596 -5884 -167551 179
2116606 -5884 -167551 182
2116616 -5884 -167551 184
2116626 -5884 -167551 181
2116636 -5884 -167551 181
2116646 -5884 -167551 184
2116656 -5884 -167551 188
2116666 -5884 -167551 186
2116676 -5884 -167551 179
2116686 -5884 -167551 175
2116696 -5884 -167551 181
2116706 -5884 -167551 186
2116716 -5884 -167551 180
2116726 -5884 -167551 188
2116736 -5884 -167551 175
2116747 -5884 -167551 179
2116757 -5884 -167551 180
2116767 -5884 -167551 181
2116777 -5884 -167551 186
2116787 -5884 -167551 183
2116797 -5884 -167551 183
2116807 -5884 -167551 180
2116816 -5884 -167551 183
2116826 -5884 -167551 180
2116836 -5884 -167551 187
2116846 -5884 -167551 177
2116856 -5884 -167551 184
2116866 -5884 -167551 180
2116876 -5884 -167551 176
2116886 -5884 -167551 177
2116896 -5884 -167551 180
2116906 -5884 -167551 186
2116916 -5884 -167551 177
2116926 -5884 -167551 183
2116936 -5884 -167551 185
2116946 -5884 -167551 181
2116956 -5884 -167551 180
